,标题,作者,日刊,卷数,页数,DOI,出版年份,关键词,版权作者,版权作者地址,地址,供资,研究领域,WOS类别,文件类型,语言,加入号,ISSN,eISSN,IDS号,引用WOS中的参考文献,大学代码
345,Hypoxia regulates the expression and localization of CCAAT/enhancer binding protein alpha by hypoxia inducible factor-1 alpha in bladder transitional carcinoma cells,"Xue, M (Xue, Mei)[ 1 ] ; Li, X (Li, Xu)[ 1 ] ; Chen, W (Chen, Wei)[ 2 ]",MOLECULAR MEDICINE REPORTS,12,2121-2127,10.3892/mmr.2015.3563,Aug-15,BREAST-CANCER CELLS; C/EBP-ALPHA; HEPATOCELLULAR-CARCINOMA; UROTHELIAL CARCINOMA; PROLIFERATION ARREST; TUMOR-SUPPRESSOR; DOWN-REGULATION; PROSTATE; HIF-1-ALPHA; COMBINATION,"Chen, W (reprint author)","Xi An Jiao Tong Univ, Sch Med, Affiliated Hosp 1, Dept Lab Med, 277 West Yanta Rd, Xian 710061, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Sch Med, Affiliated Hosp 1, Ctr Translat Med, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Xi An Jiao Tong Univ, Sch Med, Affiliated Hosp 1, Dept Lab Med, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 81171970<U+00A0> 81072104<U+00A0> 30370660<U+00A0>,Oncology; Research & Experimental Medicine,"Oncology; Medicine, Research & Experimental",Article,English,WOS:000358678600071,1791-2997,1791-3004,CN8GR,27,10698
346,"Expression, purification and identification of Pla a1 in a codon-optimized Platanus pollen allergen","Liu, Y (Liu, Yun)[ 1 ] ; Sun, XZ (Sun, Xiuzhen)[ 1 ] ; Wang, GZ (Wang, Guizuo)[ 1 ] ; Tao, AL (Tao, Ailin)[ 2 ] ; Wu, YY (Wu, Yuanyuan)[ 1 ] ; Li, MX (Li, Manxiang)[ 1 ] ; Shi, HY (Shi, Hongyang)[ 1 ] ; Xie, M (Xie, Mei)[ 1 ]",MOLECULAR MEDICINE REPORTS,12,2197-2202,10.3892/mmr.2015.3652,Aug-15,ACERIFOLIA POLLEN; AIRBORNE POLLEN; PROTEIN,"Sun, XZ (reprint author)","Xi An Jiao Tong Univ, Affiliated Hosp 2, Dept Resp Med, 157 Xiwu Rd, Xian 710004, Shanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Affiliated Hosp 2, Dept Resp Med, Xian 710004, Shanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Guangzhou Med Univ, Affiliated Hosp 2, Natl Key Lab Resp Dis, Allergy Res Ctr,Key Lab Allerg React & Clin Immun, Guangzhou 510260, Guangdong, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Guangzhou Medical University",Health Ministry: The Specific Diagnosis and Immunotherapy of Recombinant Allergen for Bronchial Asthma<U+00A0> 2007353<U+00A0>;Major Issue of National Science and Technology<U+00A0> 2008ZX08011-005<U+00A0>;Guangzhou Educational System Research and Innovation Academic Team<U+00A0> B94118<U+00A0>;<U+00A0> 2009ZX08011-004B<U+00A0>,Oncology; Research & Experimental Medicine,"Oncology; Medicine, Research & Experimental",Article,English,WOS:000358678600082,1791-2997,1791-3004,CN8GR,21,10698
347,Suppression of microRNA-18a expression inhibits invasion and promotes apoptosis of human trophoblast cells by targeting the estrogen receptor alpha gene,"Zhu, XM (Zhu, Xiaoming)[ 1,2 ] ; Yang, Y (Yang, Yang)[ 3 ] ; Han, T (Han, Tao)[ 4 ] ; Yin, GW (Yin, Guowu)[ 2 ] ; Gao, P (Gao, Ping)[ 2 ] ; Ni, YF (Ni, Yunfeng)[ 5 ] ; Su, XH (Su, Xiaohua)[ 2 ] ; Liu, YY (Liu, Yuying)[ 2 ] ; Yao, YQ (Yao, Yuanqing)[ 2 ]",MOLECULAR MEDICINE REPORTS,12,2701-2706,10.3892/mmr.2015.3724,Aug-15,HLA-G; PREECLAMPTIC PREGNANCIES; INTEGRINS; BINDING; RNAS; BETA,"Zhu, XM (reprint author)","Fourth Mil Med Univ, Tangdu Hosp, Dept Obstet & Gynecol, 569 Xinsi St, Xian 710038, Shanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Fourth Military Medical University","[ 1 ] Fourth Mil Med Univ, Tangdu Hosp, Dept Obstet & Gynecol, Xian 710038, Shanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Fourth Military Medical University;[ 2 ] Chinese Peoples Liberat Army, Gen Hosp, Dept Obstet & Gynecol, Beijing 100853, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Chinese People's Liberation Army General Hospital;[ 3 ] Xian Med Univ, Affiliated Hosp, Dept Obstet & Gynecol, Xian 710077, Shanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 4 ] Peoples Liberat Army Gen Hosp, Hainan Branch, Dept Orthoped, Sanya 572013, Hainan, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Chinese People's Liberation Army General Hospital;[ 5 ] Fourth Mil Med Univ, Tangdu Hosp, Dept Thorac Surg, Xian 710038, Shanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Fourth Military Medical University",Chinese Natural Science Foundation<U+00A0> 81471474/31000660<U+00A0> 81170582<U+00A0>;Postdoctoral Science Foundation of China<U+00A0> 2014T70964<U+00A0> 2013M532203<U+00A0>;Tangdu Hospital Reserve Personnel Fund<U+00A0> <U+00A0>,Oncology; Research & Experimental Medicine,"Oncology; Medicine, Research & Experimental",Article,English,WOS:000358678600148,1791-2997,1791-3004,CN8GR,24,10698
348,Administration of somatostatin analog octreotide in the ventrolateral orbital cortex produces sex-related antinociceptive effects on acute and formalin-induced nociceptive behavior in rats,"Qu, CL (Qu, Chao-Ling)[ 1 ] ; Dang, YH (Dang, Yong-Hui)[ 2 ] ; Tang, JS (Tang, Jing-Shi)[ 1 ]",NEUROCHEMISTRY INTERNATIONAL,87,77-84,10.1016/j.neuint.2015.06.002,Aug-15,CENTRAL-NERVOUS-SYSTEM; EPIDURAL SOMATOSTATIN; GABAERGIC MODULATION; PERIAQUEDUCTAL GRAY; DORSAL HORN; SPINAL-CORD; PAIN; RECEPTORS; BRAIN; INFLAMMATION,"Qu, CL (reprint author)","Xi An Jiao Tong Univ, Dept Physiol & Pathophysiol, Sch Med, Xian 710061, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Dept Physiol & Pathophysiol, Sch Med, Key Lab Environm & Genes Related Dis,Minist Educ, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Xi An Jiao Tong Univ, Dept Forens Med, Sch Med, Key Lab Environm & Genes Related Dis,Minist Educ, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 30700222<U+00A0>,Biochemistry & Molecular Biology; Neurosciences & Neurology,Biochemistry & Molecular Biology; Neurosciences,Article,English,WOS:000359330400008,0197-0186,1872-9754,CO7HO,55,10698
349,"BMI-1, a promising therapeutic target for human cancer (Review)","Wang, MC (Wang, Min-Cong)[ 1 ] ; Li, CL (Li, Chun-Li)[ 1 ] ; Cui, J (Cui, Jie)[ 1 ] ; Jiao, M (Jiao, Min)[ 1 ] ; Wu, T (Wu, Tao)[ 1 ] ; Jing, L (Jing, Li)[ 1 ] ; Nan, KJ (Nan, Ke-Jun)[ 1 ]",ONCOLOGY LETTERS,10,583-588,10.3892/ol.2015.3361,Aug-15,CELL SELF-RENEWAL; LEUKEMIC STEM-CELLS; GROUP GENE BMI-1; EPITHELIAL-CELLS; MESENCHYMAL TRANSITION; PANCREATIC-CANCER; MOLECULAR MARKER; MALIGNANT-TRANSFORMATION; HEPATOCELLULAR-CARCINOMA; ENDOMETRIAL CARCINOMA,"Nan, KJ (reprint author)","Xi An Jiao Tong Univ, Affiliated Hosp 1, Coll Med, Dept Oncol, 277 Yanta West Rd, Xian 710061, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Affiliated Hosp 1, Coll Med, Dept Oncol, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 81101523<U+00A0>,Oncology,Oncology,Article,English,WOS:000358676200003,1792-1074,1792-1082,CN8FX,82,10698
350,Long-term outcome of 31 cases of refractory acute promyelocytic leukemia treated with compound realgar natural indigo tablets administered alternately with chemotherapy,"Liu, YF (Liu, Yanfeng)[ 1 ] ; He, PC (He, Pengcheng)[ 1 ] ; Cheng, XY (Cheng, Xiaoyan)[ 1 ] ; Zhang, M (Zhang, Mei)[ 1 ]",ONCOLOGY LETTERS,10,1184-1190,10.3892/ol.2015.3308,Aug-15,TRANS-RETINOIC ACID; ARSENIC TRIOXIDE; IN-VITRO; CELLS; DIFFERENTIATION; EXPRESSION,"Zhang, M (reprint author)","Xi An Jiao Tong Univ, Dept Hematol, Affiliated Hosp 1, 277 Yanta West Rd, Xian 710061, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Dept Hematol, Affiliated Hosp 1, Xian 710061, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","Fundamental Research Funds for the Central Universities, Shaanxi Province Science and Technology Development Fund<U+00A0> 2012KTCL03-12<U+00A0>",Oncology,Oncology,Article,English,WOS:000358676200115,1792-1074,1792-1082,CN8FX,25,10698
351,A Systematic Review of Adjuvant Interventions for Radioiodine in Patients with Thyroid Cancer,"Xu, GZ (Xu, Gangzhu)[ 1 ] ; Wu, T (Wu, Tao)[ 1 ] ; Ge, LQ (Ge, Liqiao)[ 2 ] ; Li, W (Li, Wen)[ 2 ]",ONCOLOGY RESEARCH AND TREATMENT,38,368-372,10.1159/000433486,Aug-15,RECOMBINANT HUMAN THYROTROPIN; LOW-DOSE RADIOIODINE; QUALITY-OF-LIFE; REMNANT ABLATION; HORMONE WITHDRAWAL; THYROXINE WITHDRAWAL; IODINE BIOKINETICS; HUMAN TSH; CARCINOMA; THERAPY,"Ge, LQ (reprint author)","Xian Med Univ, Affiliated Hosp 1, Dept Otorhinolaryngol, 48 Fenghao West Rd, Xian 710077, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xian Med Univ, Affiliated Hosp 1, Dept Surg, Xian 710077, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Xian Med Univ, Affiliated Hosp 1, Dept Otorhinolaryngol, Xian 710077, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",NA,Oncology,Oncology,Review,English,WOS:000359448200005,2296-5270,2296-5262,CO8US,21,10698
352,Expression of C5a and its receptor following spinal cord ischemia reperfusion injury in the rat,"Dong, Q (Dong, Q.)[ 1 ] ; Sun, L (Sun, L.)[ 2 ] ; Peng, L (Peng, L.)[ 3 ] ; Yan, B (Yan, B.)[ 3 ] ; Lv, J (Lv, J.)[ 1 ] ; Wang, G (Wang, G.)[ 3 ] ; Gong, S (Gong, S.)[ 1 ]",SPINAL CORD,53,581-584,10.1038/sc.2015.65,Aug-15,COMPLEMENT C5A; ANTAGONIST; SYSTEM; CD88,"Wang, G (reprint author)","Xi An Jiao Tong Univ, Affiliated Hosp 2, Dept Emergency Med, Xian 710004, Shaanxi Provinc, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Affiliated Hosp 2, Dept Neurosurg, Xian 710004, Shaanxi Provinc, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Xi An Jiao Tong Univ, Affiliated Hosp 2, Dept Ultrasound, Xian 710004, Shaanxi Provinc, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 3 ] Xi An Jiao Tong Univ, Affiliated Hosp 2, Dept Emergency Med, Xian 710004, Shaanxi Provinc, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",NA,Neurosciences & Neurology; Rehabilitation,Clinical Neurology; Rehabilitation,Article,English,WOS:000359325900003,1362-4393,1476-5624,CO7FV,19,10698
353,Modeling and forecasting Acinetobacter baumannii resistance to set appropriate use of cefoperazone-sulbactam: Results from trend analysis of antimicrobial consumption and development of resistance in a tertiary care hospital,"Xie, J (Xie, Jiao)[ 1 ] ; Wang, Y (Wang, Yan)[ 1 ] ; Zheng, XW (Zheng, Xiaowei)[ 1 ] ; Yang, QT (Yang, Qianting)[ 1 ] ; Wang, TT (Wang, Taotao)[ 1 ] ; Zou, YM (Zou, Yamin)[ 1,2 ] ; Xing, JF (Xing, Jianfeng)[ 3 ] ; Dong, YL (Dong, Yalin)[ 1 ]",AMERICAN JOURNAL OF INFECTION CONTROL,43,861-864,10.1016/j.ajic.2015.04.197,AUG 1 2015,PSEUDOMONAS-AERUGINOSA; CARBAPENEM CONSUMPTION; STAPHYLOCOCCUS-AUREUS; ANTIBIOTIC USAGE; RATES; EPIDEMIOLOGY; INFECTIONS; MANAGEMENT; PATTERNS; CHINA,"Dong, YL (reprint author)","Xi An Jiao Tong Univ, Coll Med, Affiliated Hosp 1, Dept Pharm, Xian 710061, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Coll Med, Affiliated Hosp 1, Dept Pharm, Xian 710061, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University;[ 2 ] Hosp Xian Jiaotong Univ, Dept Pharm, Xian, Peoples R China;[ 3 ] Xi An Jiao Tong Univ, Sch Pharm, Hlth Sci Ctr, Xian 710061, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 81473177<U+00A0> 81201490<U+00A0>,"Public, Environmental & Occupational Health; Infectious Diseases","Public, Environmental & Occupational Health; Infectious Diseases",Article,English,WOS:000358802400018,0196-6553,1527-3296,CN9WY,19,10698
354,J-wave syndromes: Brugada and early repolarization syndromes,"Antzelevitch, C (Antzelevitch, Charles)[ 1 ] ; Yan, GX (Yan, Gan-Xin)[ 2,3,4,5 ]",HEART RHYTHM,12,1852-1866,10.1016/j.hrthm.2015.04.014,Aug-15,IDIOPATHIC VENTRICULAR-FIBRILLATION; ST-SEGMENT ELEVATION; SUDDEN CARDIAC DEATH; IMPLANTABLE CARDIOVERTER-DEFIBRILLATOR; BUNDLE-BRANCH BLOCK; ELECTROCARDIOGRAPHIC J-WAVE; SODIUM-CHANNEL BLOCKERS; J-POINT ELEVATION; LONG QT SYNDROME; T-END INTERVAL,"Antzelevitch, C (reprint author)","SUNY Upstate Med Univ, Dept Pharmacol, Syracuse, NY 13210 USA. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>State University of New York (SUNY) System <U+00A0><U+00A0><U+00A0><U+00A0>State University of New York (SUNY) Upstate Medical Center","[ 1 ] SUNY Upstate Med Univ, Syracuse, NY 13210 USA <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>State University of New York (SUNY) System <U+00A0><U+00A0><U+00A0><U+00A0>State University of New York (SUNY) Upstate Medical Center;[ 2 ] Lankenau Inst Med Res, Wynnewood, PA USA <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Lankenau Institute for Medical Research;[ 3 ] Lankenau Med Ctr, Wynnewood, PA USA;[ 4 ] Thomas Jefferson Univ, Jefferson Med Coll, Philadelphia, PA 19107 USA <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Thomas Jefferson University;[ 5 ] Xi An Jiao Tong Univ, Sch Med, Affiliated Hosp 1, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","National Heart, Lung, and Blood Institute<U+00A0> HL47678<U+00A0>;die Sharpe-Strumia Research Foundation<U+00A0> <U+00A0>;National Natural Science Foundation of China<U+00A0> NSFC-81370289<U+00A0>;Buchane: Pharmaceuticals<U+00A0> <U+00A0>;Gilead Sciences<U+00A0> <U+00A0>",Cardiovascular System & Cardiology,Cardiac & Cardiovascular Systems,Review,English,WOS:000358386100024,1547-5271,1556-3871,CN4FN,203,10698
355,TPX2 as a novel prognostic biomarker for hepatocellular carcinoma,"Liu, QQ (Liu, Qingquan)[ 1 ] ; Tu, KS (Tu, Kangsheng)[ 1 ] ; Zhang, HY (Zhang, Hongyong)[ 1 ] ; Zheng, X (Zheng, Xin)[ 1 ] ; Yao, YM (Yao, Yingmin)[ 1 ] ; Liu, QG (Liu, Qingguang)[ 1 ]",HEPATOLOGY RESEARCH,45,906-918,10.1111/hepr.12428,Aug-15,CERVICAL-CANCER; SPINDLE; EXPRESSION; METASTASIS; SURVIVAL; INVASION; PROTEIN; MARKER; TARGET; CELLS,"Tu, KS (reprint author)","Xi An Jiao Tong Univ, Affiliated Hosp 1, Dept Hepatobiliary Surg, 277 West Yanta Rd, Xian 710061, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, Affiliated Hosp 1, Dept Hepatobiliary Surg, Xian 710061, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 81402039<U+00A0> 81272645<U+00A0> 81301743<U+00A0>,Gastroenterology & Hepatology,Gastroenterology & Hepatology,Article,English,WOS:000358601100011,1386-6346,1872-034X,CN7GA,31,10698
356,Branch Effects on Channel Capacity for Broadband Power-Line Communications,"Fu, KY (Fu, Keyuan)[ 1 ] ; Zheng, T (Zheng, Tao)[ 1 ] ; Zhang, BH (Zhang, Baohui)[ 1 ] ; Hao, ZG (Hao, Zhiguo)[ 1 ] ; Bai, L (Bai, Li)[ 1 ]",IEEE TRANSACTIONS ON POWER DELIVERY,30,1802-1809,10.1109/TPWRD.2015.2401601,Aug-15,TRANSMISSION; NETWORKS,"Fu, KY (reprint author)","Xi An Jiao Tong Univ, State Key Lab Elect Insulat & Power Equipment, Xian 710049, CO, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, State Key Lab Elect Insulat & Power Equipment, Xian 710049, CO, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",State Key Laboratory of Electrical Insulation and Power Equipment<U+00A0> EIPE14310<U+00A0>,Engineering,"Engineering, Electrical & Electronic",Article,English,WOS:000358503900018,0885-8977,1937-4208,CN5WQ,17,10698
357,Study on Optimization of Anti-Corona Properties of 330-kV Dampers,"Xie, TX (Xie, Tianxi)[ 1 ] ; Peng, ZR (Peng, Zongren)[ 2 ] ; Zhou, ZC (Zhou, Zhicheng)[ 1 ]",IEEE TRANSACTIONS ON POWER DELIVERY,30,1827-1832,10.1109/TPWRD.2015.2420670,Aug-15,ELECTRIC-FIELD; CONDUCTORS; VIBRATION; LINES; FEM,"Xie, TX (reprint author)","Jiangsu Elect Power Co Res Inst, Nanjing 211103, Jiangsu, Peoples R China.","[ 1 ] Jiangsu Elect Power Co Res Inst, Nanjing 211103, Jiangsu, Peoples R China;[ 2 ] Xi An Jiao Tong Univ, Xian 710049, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 51407026<U+00A0> 51477028<U+00A0>,Engineering,"Engineering, Electrical & Electronic",Article,English,WOS:000358503900021,0885-8977,1937-4208,CN5WQ,20,10698
358,Exploratory study of the indoor and outdoor relationships and chemical compositions of particulate matter in urban households in Colombo,"Ranasinghe, RSA (Ranasinghe, R. S. A.)[ 1,2 ] ; Sugathapala, AGT (Sugathapala, A. G. T.)[ 3 ] ; Lee, SC (Lee, S. C.)[ 2 ] ; Hung, WT (Hung, W. T.)[ 2 ] ; Ho, KF (Ho, K. F.)[ 4 ] ; Chan, CS (Chan, C. S.)[ 4 ] ; Huang, Y (Huang, Y.)[ 2 ] ; Cheng, Y (Cheng, Y.)[ 2,5 ]",INDOOR AND BUILT ENVIRONMENT,24,597-606,10.1177/1420326X13517252,Aug-15,HONG-KONG; AIR-QUALITY; INDOOR/OUTDOOR RELATIONSHIPS; PM2.5; PM10; PARTICLES; WINTER; CHINA; HOMES; LOCATIONS,"Lee, SC (reprint author)","Res Ctr Environm Technol & Management, Dept Civil & Struct Engn, Kowloon, Hong Kong, Peoples R China.","[ 1 ] Minist Environm, Air Resource Management Ctr AirMAC, Battaramulla, Sri Lanka;[ 2 ] Hong Kong Polytech Univ, Res Ctr Environm Technol & Management, Dept Civil & Struct Engn, Hong Kong, Hong Kong, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Hong Kong Polytechnic University;[ 3 ] Univ Moratuwa, Dept Mech Engn, Moratuwa, Sri Lanka;[ 4 ] Chinese Univ Hong Kong, Sch Publ Hlth & Primary Care, Hong Kong, Hong Kong, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Chinese University of Hong Kong;[ 5 ] Xi An Jiao Tong Univ, Sch Human Settlements & Civil Engn, Dept Environm Sci & Technol, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","Fredkorpset (FK), Norway<U+00A0> <U+00A0>;Clean Air Initiative Asia Center (CAI-Asia), Philippines under Clean Air and Blue Skies Project - Phase II<U+00A0> <U+00A0>","Construction & Building Technology; Engineering; Public, Environmental & Occupational Health","Construction & Building Technology; Engineering, Environmental; Public, Environmental & Occupational Health",Article,English,WOS:000358518100003,1420-326X,1423-0070,CN6BJ,33,10698
359,Effects of microstructure and concavity on damage behavior of laser beam welded Ti-2Al-1.5Mn titanium alloy joints,"Fang, XY (Fang, Xiuyang)[ 1 ] ; Zhang, JX (Zhang, Jianxun)[ 1 ]",INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,79,1557-1568,10.1007/s00170-015-6924-6,Aug-15,MECHANICAL-PROPERTIES; TI-6AL-4V; FATIGUE,"Fang, XY (reprint author)","Xi An Jiao Tong Univ, State Key Lab Mech Behav Mat, Xian 710049, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University","[ 1 ] Xi An Jiao Tong Univ, State Key Lab Mech Behav Mat, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation of China<U+00A0> 51375370<U+00A0>,Automation & Control Systems; Engineering,"Automation & Control Systems; Engineering, Manufacturing",Article,English,WOS:000358548700013,0268-3768,1433-3015,CN6MK,28,10698
360,Fast analysis on metal flow in isothermal local loading process for multi-rib component using slab method,"Zhang, DW (Zhang, Da-Wei)[ 1,2 ] ; Yang, H (Yang, He)[ 1 ]",INTERNATIONAL JOURNAL OF ADVANCED MANUFACTURING TECHNOLOGY,79,1805-1820,10.1007/s00170-015-6956-y,Aug-15,T-SHAPED COMPONENTS; FORGING PROCESS; PREFORM DESIGN; TITANIUM,"Zhang, DW (reprint author)","Northwestern Polytech Univ, Sch Mat Sci & Engn, POB 542,127 You Yi West Rd, Xian 710072, Shaanxi, Peoples R China. <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Northwestern Polytechnical University","[ 1 ] Northwestern Polytech Univ, Sch Mat Sci & Engn, Xian 710072, Shaanxi, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0>Northwestern Polytechnical University;[ 2 ] Xi An Jiao Tong Univ, Sch Mech Engn, Xian 710049, Peoples R China <U+00A0><U+00A0>Organization-Enhanced Name(s) <U+00A0><U+00A0><U+00A0><U+00A0> Xi'an Jiaotong University",National Natural Science Foundation for Key Program of China<U+00A0> 50935007<U+00A0>;National Basic Research Program of China (973 Program)<U+00A0> 2010CB731701<U+00A0>;111 Program<U+00A0> B08040<U+00A0>,Automation & Control Systems; Engineering,"Automation & Control Systems; Engineering, Manufacturing",Article,English,WOS:000358548700033,0268-3768,1433-3015,CN6MK,21,10698
